Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
71993544,moneygram,COMMERCIAL BANK OF ETHIOPIA - ZALA - CBE,,ZALA,,,ET,451246482,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042494,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,+251 11 188 4466,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042562,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,548831180,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042575,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,667660660,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042588,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,696922484,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042533,moneygram,COMMERCIAL BANK OF ETHIOPIA - AYKEL - CB,,AYKEL,,,ET,205253908,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042559,moneygram,COMMERCIAL BANK OF ETHIOPIA - BISHOFTU -,,BISHOFTU,,,ET,201560336,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042504,moneygram,COMMERCIAL BANK OF ETHIOPIA - BURAYU - C,,BURAYU,,,ET,109905601,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042546,moneygram,COMMERCIAL BANK OF ETHIOPIA - ESTIE - CB,,ESTIE,,,ET,+251 91 247 8092,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042614,moneygram,COMMERCIAL BANK OF ETHIOPIA - HOSSAENA -,,HOSSAENA,,,ET,461808791,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042630,moneygram,COMMERCIAL BANK OF ETHIOPIA - HOSSAENA -,,HOSSAENA,,,ET,461808791,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72042517,moneygram,COMMERCIAL BANK OF ETHIOPIA - SULULTA -,,SULULTA,,,ET,131584059,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107669,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADAMA - CB,,ADAMA,,,ET,22221115824,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107698,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADAMA - CB,,ADAMA,,,ET,22221115824,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107041,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,11111577983,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107067,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,11111577983,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107054,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,11111577983,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107070,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,11111577983,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107546,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,11116620110,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107627,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,11116620110,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107630,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,11116620110,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107481,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADET - CBE,,ADET,,,ET,91912393748,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107038,moneygram,COMMERCIAL BANK OF ETHIOPIA - ALKESO - C,,ALKESO,,,ET,11111577983,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107326,moneygram,COMMERCIAL BANK OF ETHIOPIA - ASKETEMA -,,ASKETEMA,,,ET,33331114923,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107423,moneygram,COMMERCIAL BANK OF ETHIOPIA - BAHIR DAR,,BAHIR DAR,,,ET,91918008138,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107436,moneygram,COMMERCIAL BANK OF ETHIOPIA - BAHIR DAR,,BAHIR DAR,,,ET,91918008138,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107449,moneygram,COMMERCIAL BANK OF ETHIOPIA - BAHIR DAR,,BAHIR DAR,,,ET,91918008138,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107452,moneygram,COMMERCIAL BANK OF ETHIOPIA - BAHIR DAR,,BAHIR DAR,,,ET,91918008138,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107601,moneygram,COMMERCIAL BANK OF ETHIOPIA - BURAYU - C,,BURAYU,,,ET,92921760446,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107494,moneygram,COMMERCIAL BANK OF ETHIOPIA - DEJEN - CB,,DEJEN,,,ET,91912008406,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107339,moneygram,COMMERCIAL BANK OF ETHIOPIA - DESSIE - C,,DESSIE,,,ET,33331114923,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107384,moneygram,COMMERCIAL BANK OF ETHIOPIA - DESSIE - C,,DESSIE,,,ET,33331114923,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107562,moneygram,COMMERCIAL BANK OF ETHIOPIA - DIRE DAWA,,DIRE DAWA,,,ET,91912737762,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107148,moneygram,COMMERCIAL BANK OF ETHIOPIA - DUBULUK' -,,DUBULUK',,,ET,46462201613,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107410,moneygram,COMMERCIAL BANK OF ETHIOPIA - DUKEM - CB,,DUKEM,,,ET,91918008138,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107656,moneygram,COMMERCIAL BANK OF ETHIOPIA - FARISY - C,,FARISY,,,ET,11111731067,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107614,moneygram,COMMERCIAL BANK OF ETHIOPIA - FITCHE - C,,FITCHE,,,ET,98981535350,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107371,moneygram,COMMERCIAL BANK OF ETHIOPIA - GENETIE -,,GENETIE,,,ET,33331114923,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107135,moneygram,COMMERCIAL BANK OF ETHIOPIA - GIRJA - CB,,GIRJA,,,ET,46462201613,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107083,moneygram,COMMERCIAL BANK OF ETHIOPIA - GONDER - C,,GONDER,,,ET,91911269992,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107096,moneygram,COMMERCIAL BANK OF ETHIOPIA - GONDER - C,,GONDER,,,ET,91918722892,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107106,moneygram,COMMERCIAL BANK OF ETHIOPIA - GONDER - C,,GONDER,,,ET,91918149983,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107119,moneygram,COMMERCIAL BANK OF ETHIOPIA - GONDER - C,,GONDER,,,ET,91918139080,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107575,moneygram,COMMERCIAL BANK OF ETHIOPIA - HARAR - CB,,HARAR,,,ET,91913260380,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107193,moneygram,COMMERCIAL BANK OF ETHIOPIA - HAWASSA -,,HAWASSA,,,ET,91911759847,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107258,moneygram,COMMERCIAL BANK OF ETHIOPIA - ILLU HARER,,ILLU HARER,,,ET,57577741480,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107588,moneygram,COMMERCIAL BANK OF ETHIOPIA - JIJIGA - C,,JIJIGA,,,ET,93930283403,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107520,moneygram,COMMERCIAL BANK OF ETHIOPIA - MER'AWI -,,MER'AWI,,,ET,91912439647,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107151,moneygram,COMMERCIAL BANK OF ETHIOPIA - MIYO - CBE,,MIYO,,,ET,46462201613,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107672,moneygram,COMMERCIAL BANK OF ETHIOPIA - MODJO - CB,,MODJO,,,ET,22221115824,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107397,moneygram,COMMERCIAL BANK OF ETHIOPIA - SANKA - CB,,SANKA,,,ET,33331114923,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107300,moneygram,COMMERCIAL BANK OF ETHIOPIA - SHEWAROBIT,,SHEWAROBIT,,,ET,33331114923,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107203,moneygram,COMMERCIAL BANK OF ETHIOPIA - YABELO - C,,YABELO,,,ET,91912450909,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
72107229,moneygram,COMMERCIAL BANK OF ETHIOPIA - GHIMBI - C,,GHIMBI,,,ET,57577710135,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
