Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.es/en/es-md/leganes/,footlocker,"Foot Locker Locations in Leganés, Madrid | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-md/leganes/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-md/arroyomolinos/,footlocker,"Foot Locker Locations in Arroyomolinos, Madrid | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-md/arroyomolinos/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-ib/palmademallorca/,footlocker,"Foot Locker Locations in Palma De Mallorca, Islas Baleares | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-ib/palmademallorca/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-gc/puertodelcarmen/,footlocker,"Foot Locker Locations in Puerto Del Carmen, Las Palmas | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-gc/puertodelcarmen/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-gc/laspalmasdgrancanaria/,footlocker,"Foot Locker Locations in Las Palmas D Gran Canaria, Las Palmas | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-gc/laspalmasdgrancanaria/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-ga/acoruna/,footlocker,"Foot Locker Locations in A Coruña, Galicia | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-ga/acoruna/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-ex/badajoz/,footlocker,"Foot Locker Locations in Badajoz, Extremadura | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-ex/badajoz/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cr/valencia/,footlocker,"Foot Locker Locations in Valencia, Ciudad Real | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cr/valencia/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cr/alicante/,footlocker,"Foot Locker Locations in Alicante, Ciudad Real | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cr/alicante/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cr/castellondelaplana/,footlocker,"Foot Locker Locations in Castellon De La Plana, Ciudad Real | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cr/castellondelaplana/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cn/tamaraceite/,footlocker,"Foot Locker Locations in Tamaraceite, Canarias | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cn/tamaraceite/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cn/santacruzdetenerife/,footlocker,"Foot Locker Locations in Santa Cruz De Tenerife, Canarias | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cn/santacruzdetenerife/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cn/laorotava/,footlocker,"Foot Locker Locations in La Orotava, Canarias | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cn/laorotava/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cn/arona/,footlocker,"Foot Locker Locations in Arona, Canarias | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cn/arona/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cm/tarragona/,footlocker,"Foot Locker Locations in Tarragona, Castilla-La Mancha | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cm/tarragona/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cm/santcugatdelvalles/,footlocker,"Foot Locker Locations in Sant Cugat Del Valles, Castilla-La Mancha | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cm/santcugatdelvalles/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cm/girona/,footlocker,"Foot Locker Locations in Girona, Castilla-La Mancha | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cm/girona/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-c/marbella/,footlocker,"Foot Locker Locations in Marbella, A Coruña | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-c/marbella/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cm/barcelona/,footlocker,"Foot Locker Locations in Barcelona, Castilla-La Mancha | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cm/barcelona/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-bi/bilbao/,footlocker,"Foot Locker Locations in Bilbao, Vizcaya | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-bi/bilbao/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-an/zaragoza/,footlocker,"Foot Locker Locations in Zaragoza, Andalucía | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-an/zaragoza/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-al/sevilla/,footlocker,"Foot Locker Locations in Sevilla, Almería | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-al/sevilla/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-al/malaga/,footlocker,"Foot Locker Locations in Malaga, Almería | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-al/malaga/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-al/armilla/,footlocker,"Foot Locker Locations in Armilla, Almería | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-al/armilla/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-al/almeria/,footlocker,"Foot Locker Locations in Almeria, Almería | Approved",,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-al/almeria/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-vi/,footlocker,Foot Locker Locations in Álava / Araba | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-vi/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-tf/,footlocker,Foot Locker Locations in Santa Cruz de Tenerife | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-tf/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-ri/,footlocker,Foot Locker Locations in La Rioja | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-ri/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-or/,footlocker,Foot Locker Locations in Ourense | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-or/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-o/,footlocker,Foot Locker Locations in Asturias | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-o/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-mu/,footlocker,Foot Locker Locations in Murcia | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-mu/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-md/,footlocker,Foot Locker Locations in Madrid | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-md/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-ib/,footlocker,Foot Locker Locations in Islas Baleares | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-ib/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-gc/,footlocker,Foot Locker Locations in Las Palmas | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-gc/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-ga/,footlocker,Foot Locker Locations in Galicia | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-ga/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-ex/,footlocker,Foot Locker Locations in Extremadura | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-ex/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cr/,footlocker,Foot Locker Locations in Ciudad Real | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cr/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cn/,footlocker,Foot Locker Locations in Canarias | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cn/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-cm/,footlocker,Foot Locker Locations in Castilla-La Mancha | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-cm/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-c/,footlocker,Foot Locker Locations in A Coruña | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-c/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-bi/,footlocker,Foot Locker Locations in Vizcaya | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-bi/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-an/,footlocker,Foot Locker Locations in Andalucía | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-an/,,Foot Locker,Q63335
https://stores.footlocker.es/en/es-al/,footlocker,Foot Locker Locations in Almería | Approved,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/es-al/,,Foot Locker,Q63335
https://stores.footlocker.es/en/,footlocker,Find the nearest Foot Locker location near you | It's Your Time,,New York,NY,,ES,(800) 863-8932,https://stores.footlocker.es/en/,,Foot Locker,Q63335
