Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
CN511882,adidas,"adidas Outlet Store Lanzhou, Lanzhou Sasseur Outlets",,兰州市,,,CN,+8600931-2110489,https://www.adidas.co.uk/storefront/CN511882-兰州市-北滨河西区1249号砂之船奥特莱斯一层adidas-adidas-outlet-store-lanzhou-lanzhou-sasseur-outlets,,Adidas,Q3895
66844103,moneygram,BOC - #16572 - GSLZ JIAYUGUAN E RD SUB-B,,LANZHOU,,,CN,+86 931 865 0907,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844116,moneygram,BOC - #16573 - GSLZ WUQUAN PLAZA SUB-BR,,LANZHOU,,,CN,+86 931 812 1955,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844226,moneygram,BOC - #16562 - GSLZ JINYAN SUB-BR,,LANZHOU,,,CN,+86 931 851 2283,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844239,moneygram,BOC - #16565 - GSLZ YANTAN RD SUB-BR,,LANZHOU,,,CN,+86 931 850 2243,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844242,moneygram,BOC - #16561 - GSLZ DENGYUAN SUB-BR,,LANZHOU,,,CN,+86 931 880 2659,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844255,moneygram,BOC - #16581 - GSLZ PINGLIANG RD SUB-BR,,LANZHOU,,,CN,+86 931 880 3699,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844268,moneygram,BOC - #16577 - GSLZ QINAN RD SUB-BR,,LANZHOU,,,CN,+86 931 880 1707,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844271,moneygram,BOC - #16558 - GSLZ JINGNING RD SUB-BR,,LANZHOU,,,CN,+86 931 466 2033,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844297,moneygram,BOC - #16557 - GSLZ JINCHANG RD SUB-BR,,LANZHOU,,,CN,+86 931 812 1535,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844213,moneygram,BOC - #16560 - GSLZ DONGHU SUB-BR,,LANZHOU,,,CN,+86 931 826 4067,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
